temperatura,umidade,pressao,vento,chuva,nivel_agua,gases,luminosidade,evento
14.69,59.26,1014.26,21.11,293.98,1.86,1275.63,51986.09,normal
-6.25,17.81,995.48,10.28,42.71,3.58,1565.35,6127.62,normal
32.29,77.55,989.93,20.72,245.19,1.35,594.92,7975.74,normal
-2.49,52.96,984.05,6.59,59.5,2.63,1240.57,98359.99,normal
10.62,31.12,975.06,16.13,21.22,4.41,597.96,95048.08,tempestade
28.11,65.65,963.07,5.7,181.79,0.62,1944.78,12726.87,normal
39.45,74.94,956.59,24.0,42.22,4.84,1461.25,85922.1,tempestade
33.78,39.51,1003.6,23.06,79.97,2.8,954.79,6480.48,normal
16.17,13.04,1041.99,14.4,70.75,0.77,1040.74,80001.2,normal
-8.69,61.54,1008.54,21.02,276.72,4.79,1475.48,33735.2,enchente
36.61,48.65,1003.42,20.54,20.07,2.56,1697.91,17628.56,normal
-4.05,40.12,957.34,18.69,298.26,4.34,1539.15,97109.52,enchente
43.8,66.84,996.01,19.08,277.84,3.23,1217.7,52743.71,enchente
13.8,57.58,991.98,2.52,53.04,1.55,1952.71,32043.71,normal
14.68,45.12,990.76,6.04,283.49,2.85,1434.4,23876.08,enchente
14.95,68.85,1028.12,9.25,102.82,3.97,796.54,54629.55,enchente
17.97,97.81,1018.83,17.97,291.76,1.66,874.33,53260.84,normal
6.72,30.24,1031.47,2.29,27.51,2.84,880.33,30954.43,normal
32.45,15.39,974.28,23.59,148.21,4.23,1993.01,58390.51,enchente
33.09,29.34,1007.25,22.72,270.8,2.38,1237.3,24221.11,enchente
16.99,75.06,971.11,17.74,172.39,1.25,517.61,15060.08,tempestade
24.32,36.07,1039.54,18.87,62.78,2.59,693.47,83704.65,normal
-3.51,24.56,959.96,16.94,288.32,1.69,1530.58,87302.92,tempestade
-3.13,95.58,984.03,3.04,271.67,1.38,413.67,55997.12,normal
-7.84,45.77,976.43,20.05,5.31,1.8,983.11,70816.99,tempestade
36.34,50.17,954.88,10.16,104.92,4.28,793.73,35271.31,enchente
-0.63,46.9,1046.57,15.21,168.07,1.89,834.37,46542.38,normal
38.38,16.79,1035.09,3.69,94.41,2.04,1886.04,96160.3,incendio
31.39,43.55,960.85,21.28,190.78,4.5,606.93,67481.68,enchente
27.47,49.97,1018.1,19.6,96.64,4.45,1028.11,90076.64,normal
12.24,88.76,975.21,6.28,116.81,2.42,1976.2,88203.9,enchente
21.82,81.77,960.18,17.19,200.79,0.44,545.57,50320.84,tempestade
6.36,46.78,971.27,9.51,212.7,1.58,598.22,88669.6,normal
25.87,63.87,957.58,16.35,19.42,0.86,1671.85,50449.48,tempestade
27.17,97.78,1033.53,7.03,241.96,0.07,427.69,27554.91,normal
18.91,42.14,997.2,21.04,289.94,2.7,1019.51,1682.86,enchente
12.05,11.09,989.21,1.93,82.28,3.24,1289.25,78042.04,normal
22.1,53.99,1018.78,20.59,146.26,1.33,1380.79,58159.26,normal
32.22,18.83,1015.12,6.41,41.32,4.81,1478.74,71959.93,normal
25.65,30.9,1007.62,14.92,67.32,1.58,1660.71,50223.34,normal
33.05,28.55,981.69,4.07,36.66,4.89,678.53,93317.43,normal
2.77,38.28,975.65,18.06,40.86,0.92,909.83,13831.7,tempestade
16.27,23.37,991.89,18.79,115.01,0.27,1445.22,10369.23,normal
23.86,34.27,960.65,0.78,153.96,4.52,1474.27,62000.47,enchente
36.02,87.88,1042.86,19.6,110.67,0.97,1534.75,9205.31,normal
14.12,46.3,1011.09,13.58,260.56,0.68,1936.84,83932.69,normal
37.52,20.14,1015.56,20.42,62.86,2.47,311.45,62911.39,normal
7.24,11.44,1025.75,22.84,203.83,2.03,396.2,26886.27,enchente
14.63,94.95,1043.55,3.28,201.89,2.71,1361.11,42681.78,enchente
25.45,49.92,990.02,15.37,42.43,0.79,492.31,25558.01,normal
-6.14,74.98,1002.27,22.6,278.01,3.73,1204.73,72133.61,enchente
43.15,68.65,957.97,15.82,276.24,2.85,1551.64,71520.76,enchente
26.64,82.92,1033.27,14.68,142.83,2.47,1369.51,75482.36,enchente
33.18,31.0,969.42,24.34,280.74,2.66,1129.87,32992.3,enchente
37.68,13.86,1047.35,11.46,259.26,4.18,747.74,26969.12,enchente
38.56,83.57,964.78,13.76,243.52,3.29,1508.46,70685.81,enchente
36.12,16.55,1015.35,16.31,199.34,3.41,1758.79,56110.36,enchente
41.55,82.77,951.73,7.64,263.06,0.07,1189.35,20026.56,onda_calor
14.58,28.07,980.64,23.11,5.95,4.86,1235.15,79328.86,normal
26.44,39.53,1018.01,9.31,13.46,1.43,1954.59,76908.34,normal
27.99,30.92,1031.8,14.61,51.31,0.12,1416.78,40321.65,normal
13.62,19.27,965.68,10.37,181.74,3.28,427.72,31433.05,enchente
0.32,22.14,1012.17,1.34,191.62,4.4,520.97,72318.66,enchente
34.98,87.48,968.39,21.94,166.88,3.76,1988.09,51103.34,enchente
-3.88,88.94,1030.88,0.61,24.2,4.29,1538.78,46210.57,normal
30.79,43.84,1009.66,20.72,12.72,1.46,638.64,16730.82,normal
28.37,59.38,1017.05,5.33,65.18,3.34,1027.42,6331.78,normal
13.35,43.5,1016.15,5.16,5.61,3.85,1895.51,20904.7,normal
35.48,91.35,1008.09,11.56,251.79,2.44,1682.31,78219.52,enchente
7.31,49.34,1001.72,2.85,6.98,0.57,798.73,40995.29,normal
27.29,29.56,994.83,20.5,58.83,0.08,1804.98,99548.51,normal
4.85,86.84,1038.15,3.51,260.75,3.22,917.33,61987.89,enchente
35.34,57.81,965.02,17.31,285.52,3.19,1983.56,93869.07,enchente
11.59,18.03,1014.27,6.33,123.31,0.55,1340.45,59470.87,normal
16.03,36.14,1036.62,20.63,280.94,1.81,1958.67,83109.16,normal
29.59,28.0,1012.16,1.62,73.33,4.02,1731.43,88985.71,normal
2.15,30.61,978.71,22.84,0.72,1.12,718.94,28239.37,tempestade
-5.76,12.16,965.99,3.48,286.67,3.82,793.12,90761.73,enchente
39.47,37.3,994.83,14.23,180.42,2.09,861.09,73950.68,enchente
9.09,71.23,955.88,9.95,192.25,1.96,1541.93,68732.18,normal
36.3,10.2,961.74,4.68,196.0,1.24,993.25,22260.8,incendio
16.57,49.06,1004.02,4.38,154.86,3.7,396.21,24937.92,enchente
35.88,99.9,984.3,16.84,69.6,2.17,1738.78,17782.29,normal
4.79,28.1,976.74,18.36,134.94,0.6,1766.11,47782.25,tempestade
-7.58,65.55,1020.9,13.34,234.93,4.72,1399.29,43444.12,enchente
21.85,79.28,983.07,2.87,41.34,3.52,941.15,56179.02,normal
-8.86,15.93,980.01,7.7,167.63,0.59,1194.24,66763.08,normal
43.69,58.42,954.52,0.38,57.08,0.78,1795.29,43435.07,onda_calor
-7.45,57.41,976.32,11.48,229.81,2.42,1492.71,69265.91,enchente
38.58,29.69,1041.68,7.46,204.0,0.97,692.2,54349.89,onda_calor
38.88,39.24,952.58,2.55,237.08,3.67,1454.09,98846.85,enchente
22.69,12.49,1043.17,23.31,50.87,1.24,877.71,79812.88,normal
30.67,98.12,1022.25,20.72,153.4,1.73,1686.63,29561.26,normal
11.31,79.77,967.13,14.68,241.75,3.26,1208.09,23378.9,enchente
8.53,81.06,988.41,20.55,59.68,2.75,1525.41,18969.95,normal
4.86,53.74,1042.79,5.84,206.92,2.76,1029.16,95417.75,enchente
-2.5,39.87,1031.92,24.71,294.87,2.76,1049.44,71328.58,enchente
4.57,74.21,987.53,10.08,103.5,1.08,1810.01,41305.94,normal
24.37,60.88,972.27,3.27,245.3,1.87,356.99,20836.9,normal
40.45,12.36,960.69,13.6,127.55,2.98,1919.2,63748.14,enchente
8.43,47.87,985.42,12.13,226.98,3.8,715.33,87709.7,enchente
39.93,39.56,1048.57,10.75,159.36,0.14,488.09,89454.94,onda_calor
-5.67,11.97,959.94,20.22,273.72,3.33,1661.29,71012.46,enchente
30.63,64.67,1019.61,11.01,5.41,4.23,1978.21,11181.64,normal
13.67,67.21,963.89,12.3,177.96,0.5,352.65,49994.28,tempestade
6.36,15.43,990.76,22.72,116.1,3.63,376.91,60402.36,enchente
24.39,65.46,1039.36,0.07,230.61,4.72,1037.95,28379.53,enchente
5.99,77.83,1027.99,7.13,227.2,2.11,537.49,82935.3,enchente
16.5,47.53,986.18,7.32,136.38,2.48,1778.37,16224.0,enchente
12.15,74.63,968.37,12.22,30.85,1.67,990.93,15497.77,tempestade
5.95,98.75,1046.43,9.38,129.28,4.65,1399.96,72255.73,enchente
17.16,87.4,964.47,9.18,10.21,2.83,1680.16,28971.31,normal
34.43,92.85,1033.27,16.96,222.85,2.21,1923.38,58154.58,enchente
20.67,36.26,1001.71,11.97,46.71,2.1,1589.67,81396.34,normal
31.51,22.08,1027.27,16.79,45.01,1.18,763.02,64397.4,normal
2.93,93.12,1016.27,19.14,237.88,0.75,653.23,32167.36,normal
17.0,80.75,955.8,17.65,1.19,2.53,1106.87,32977.45,tempestade
41.27,44.06,969.17,5.78,44.9,0.14,1395.51,17814.06,onda_calor
25.64,45.41,1018.64,19.14,172.06,0.99,1836.58,62949.51,normal
6.12,78.14,977.16,1.45,203.9,2.28,516.59,51879.72,enchente
9.2,93.35,953.25,15.74,266.39,1.75,358.73,19404.74,tempestade
38.97,92.6,1035.55,23.51,194.15,4.88,609.55,51151.17,enchente
41.34,31.51,980.21,3.53,299.72,3.94,658.17,78059.25,enchente
-1.96,45.63,1021.41,0.2,292.96,1.97,1198.69,4943.91,normal
40.38,22.75,1022.65,2.64,131.99,3.98,341.5,40702.24,enchente
18.34,70.53,1020.47,18.38,4.63,1.26,1449.36,91618.3,normal
5.08,59.35,979.84,24.17,56.38,2.1,736.47,95578.39,tempestade
2.11,72.3,970.39,16.49,266.34,4.87,1919.77,86861.94,enchente
22.87,22.95,953.74,9.32,87.04,1.58,1652.74,59698.84,normal
41.33,88.28,956.68,1.71,27.47,3.6,1265.43,30505.0,onda_calor
30.36,86.24,1013.78,12.93,279.17,2.98,320.48,61206.56,enchente
-8.03,70.43,1030.64,20.98,224.03,2.82,1267.53,23009.74,enchente
33.05,85.7,1009.6,17.54,208.85,1.76,1246.96,9417.31,normal
25.39,50.85,1047.45,1.39,18.87,0.34,1269.83,9124.95,normal
18.39,93.23,1023.34,16.9,53.4,1.19,1628.06,53719.41,normal
-5.5,79.69,972.18,19.16,25.41,4.3,661.59,58244.26,tempestade
22.48,10.63,999.16,10.15,30.28,2.18,738.5,21368.98,normal
9.97,61.58,956.83,5.72,253.28,4.7,1342.36,71725.98,enchente
23.29,41.96,1021.49,4.22,71.11,3.42,1413.51,59922.73,normal
11.53,46.97,995.45,5.91,228.39,2.35,1553.52,92920.76,enchente
38.29,47.78,1025.08,13.88,249.35,3.76,769.11,80425.64,enchente
-8.68,12.43,1018.78,3.77,226.39,1.16,557.52,20095.61,normal
34.52,27.97,998.69,17.08,10.75,1.73,1186.36,21927.93,normal
37.43,79.77,989.44,4.3,249.54,4.5,979.51,33193.46,enchente
29.23,99.52,1013.44,13.34,47.75,0.68,943.04,98544.11,normal
30.81,16.81,1041.32,9.34,128.53,4.39,1715.34,83145.94,enchente
23.84,84.79,1008.34,15.26,239.03,4.7,1497.14,10023.07,enchente
14.25,74.75,960.68,2.37,288.24,1.23,848.34,98498.35,normal
40.06,48.57,1031.41,0.8,271.64,1.5,1167.08,54217.63,onda_calor
32.21,48.19,1018.38,12.56,205.88,2.23,1573.75,34692.61,enchente
16.27,45.45,1023.87,10.34,152.67,4.95,1318.68,48141.75,enchente
31.34,93.95,1034.38,11.02,204.96,0.78,1874.95,51952.59,normal
42.62,41.38,973.75,13.28,156.63,0.32,1050.97,53015.93,tempestade
16.74,13.67,995.33,8.95,262.76,2.87,1794.01,37493.51,enchente
4.86,86.98,1032.91,10.02,133.32,3.16,1899.2,20653.97,enchente
36.32,13.95,1029.46,17.5,198.27,1.16,583.49,56382.49,incendio
-2.21,25.31,955.85,20.39,153.85,2.8,1774.88,5471.98,enchente
-7.58,83.27,1030.93,12.33,164.87,2.5,1756.21,681.4,enchente
36.55,50.92,969.31,24.69,37.27,3.54,1515.59,3321.75,tempestade
-4.1,12.62,1010.26,12.62,5.91,1.14,1234.63,76262.5,normal
43.58,50.16,989.75,17.57,71.12,2.01,709.89,3722.22,onda_calor
-5.9,73.16,958.38,24.91,98.39,3.2,1512.98,87328.39,tempestade
32.64,47.63,952.96,20.16,126.35,4.83,746.68,62045.23,enchente
-2.1,67.99,982.32,24.7,243.93,0.76,1268.85,63493.79,normal
-1.91,37.74,985.66,15.86,104.58,1.78,825.54,56201.61,normal
24.23,74.53,981.48,17.43,255.01,1.65,1007.84,4008.58,normal
30.7,78.3,986.12,15.14,213.44,1.3,776.81,19593.08,normal
26.03,51.64,963.7,10.17,54.18,2.65,1832.08,65280.56,tempestade
36.61,42.32,960.42,19.19,114.37,4.65,1154.97,39018.56,enchente
42.64,91.25,985.92,1.44,37.72,3.88,1971.0,99161.72,onda_calor
25.27,55.57,1008.52,16.73,60.02,2.67,779.16,98474.44,normal
25.42,15.52,1025.24,1.67,286.39,2.77,531.77,71767.14,enchente
19.45,31.87,965.16,0.2,148.63,0.02,1447.34,92861.42,normal
21.56,14.52,1014.02,11.82,196.99,1.37,1139.95,54134.73,normal
22.61,71.93,1025.3,22.71,294.2,2.74,1367.73,8659.23,enchente
36.98,96.0,962.96,5.17,260.79,1.35,1083.89,12130.52,normal
3.87,83.57,1013.79,15.09,182.66,0.7,1264.65,35745.96,normal
32.16,39.12,1035.5,18.74,105.5,0.06,1979.26,51553.08,normal
30.01,99.18,1049.28,11.01,191.26,0.83,1137.42,98064.06,normal
9.53,24.28,994.18,1.8,90.43,4.48,645.7,86438.27,normal
32.42,89.7,970.24,21.6,113.42,4.47,1859.44,3726.42,enchente
29.17,26.37,953.71,23.39,95.15,4.69,740.63,65900.04,tempestade
29.62,19.7,1029.55,20.62,46.96,2.43,1427.23,1387.68,normal
39.56,57.04,991.6,12.31,282.82,0.37,1476.16,93598.99,onda_calor
34.84,97.24,964.16,8.85,182.02,0.1,1313.96,61909.14,normal
-0.77,86.93,1027.28,8.16,20.59,3.22,1900.67,75871.87,normal
18.03,74.79,976.89,21.97,205.23,0.64,703.84,52054.89,tempestade
34.14,62.16,967.71,18.15,20.94,4.06,1229.36,70753.22,tempestade
19.27,46.34,1045.91,17.78,49.19,0.21,1249.89,91717.08,normal
38.58,88.06,1034.92,24.03,32.91,3.84,1278.03,29753.63,onda_calor
12.38,37.0,1016.84,2.49,281.31,3.45,967.44,14916.4,enchente
17.13,29.4,999.33,3.3,3.08,4.81,1475.7,47838.03,normal
42.85,41.63,1009.54,7.62,159.81,1.94,798.28,61337.69,onda_calor
3.8,22.06,1036.2,21.42,208.28,0.48,1173.05,68873.64,normal
18.18,38.14,1000.2,12.97,56.89,4.76,1652.48,21230.09,normal
19.06,47.62,961.09,8.05,99.73,0.97,1602.86,66425.64,normal
18.62,11.41,967.24,10.38,179.7,3.98,1364.06,32690.59,enchente
34.78,18.94,989.26,10.97,280.5,2.8,427.7,49958.14,enchente
18.15,58.03,1024.81,10.8,17.29,1.55,437.5,8170.89,normal
-5.91,15.38,992.4,12.72,229.49,3.1,320.49,55834.64,enchente
21.96,30.91,1049.7,23.32,52.55,1.79,613.38,76943.36,normal
1.2,18.0,971.54,5.1,4.95,3.89,574.54,43797.37,normal
21.61,25.47,990.19,15.4,74.11,0.64,942.3,8380.84,normal
38.46,84.34,995.85,13.07,106.39,0.29,1351.45,3274.96,onda_calor
28.26,80.79,1020.52,2.65,97.07,2.7,404.68,51051.97,normal
42.07,87.26,999.2,17.52,162.89,3.36,410.58,68409.15,enchente
20.96,54.22,1000.61,17.74,12.9,2.43,871.57,82379.01,normal
-2.79,89.2,1042.93,17.9,271.23,1.57,1713.1,99706.46,normal
42.34,67.11,1031.32,15.58,238.63,3.29,1486.78,82625.55,enchente
17.98,95.83,991.77,16.05,174.66,1.4,1379.06,78717.52,normal
4.42,92.45,1031.88,21.0,109.25,2.03,1480.74,84208.11,enchente
17.4,24.55,1040.85,21.42,34.23,0.54,1638.55,15564.22,normal
22.7,73.34,1000.24,24.74,218.93,4.37,786.12,39328.99,enchente
37.41,98.51,993.16,20.24,260.24,1.25,1880.15,78584.32,normal
22.82,25.83,1042.17,15.53,174.08,4.17,1756.06,2662.22,enchente
12.46,90.64,951.06,19.43,55.22,2.26,759.49,27424.66,tempestade
40.69,27.75,957.06,12.04,146.89,3.12,895.79,75039.88,enchente
29.13,53.9,956.13,9.21,191.67,0.49,1622.71,78810.91,normal
37.91,30.43,1008.0,21.06,191.52,2.09,1927.27,9034.96,enchente
30.27,99.08,955.83,1.38,45.98,1.36,908.1,54724.75,normal
-2.37,47.41,1024.67,5.38,77.7,3.67,1501.34,64754.45,normal
18.06,55.55,1018.3,17.4,54.96,3.75,395.31,53161.3,normal
6.52,81.88,963.51,4.63,90.86,2.03,1520.95,72077.77,normal
40.06,43.31,969.96,8.01,283.35,3.09,1207.91,15018.2,enchente
14.95,94.62,961.01,16.56,220.49,3.41,719.9,9311.23,enchente
5.53,43.72,1018.79,5.97,160.81,0.47,697.18,8869.62,normal
-3.39,82.91,1019.19,15.71,124.7,2.97,1149.18,21572.44,enchente
7.63,32.26,975.94,19.72,127.7,4.56,839.12,15902.82,enchente
31.99,66.79,1015.19,11.1,163.09,0.96,1843.53,22014.48,normal
21.25,85.39,1004.58,13.21,208.56,0.31,891.28,26774.93,normal
26.22,20.43,961.23,12.73,149.74,4.41,542.82,37327.42,enchente
4.53,87.56,1036.2,7.62,119.36,0.86,1286.66,63463.97,normal
5.47,21.61,1048.23,1.49,131.15,3.23,1741.67,10658.58,enchente
37.36,52.37,963.44,9.47,282.5,4.04,609.61,49377.26,enchente
-1.08,10.48,998.15,11.64,210.3,2.34,447.05,46615.28,enchente
-2.02,91.33,987.73,18.82,122.97,3.48,456.49,85655.54,enchente
18.13,48.73,1025.13,2.54,154.15,1.77,1855.25,50617.85,normal
14.55,20.03,1015.05,11.85,43.78,1.48,764.05,60609.55,normal
26.69,64.79,1014.96,11.28,126.4,4.26,1963.43,96405.08,enchente
24.05,28.47,977.11,20.48,46.79,1.52,1784.01,40284.26,tempestade
36.76,53.35,964.84,18.9,203.05,3.79,858.18,21931.62,enchente
8.48,36.62,963.62,16.9,299.49,3.99,739.91,70045.47,enchente
10.66,95.88,970.23,3.08,289.56,0.72,1032.47,9800.57,normal
32.68,11.43,959.0,8.59,146.44,2.93,675.93,76806.55,enchente
29.38,28.14,961.74,3.43,198.23,0.2,602.59,52974.62,normal
28.6,44.23,1026.72,0.17,75.01,1.7,1132.91,16831.33,normal
-2.48,93.62,1020.25,13.13,78.17,1.27,663.94,47871.77,normal
17.78,91.82,1044.49,23.46,207.82,4.15,1366.95,89024.2,enchente
-9.68,30.07,982.7,19.85,215.11,3.05,1619.09,87775.43,enchente
12.37,37.15,974.83,5.99,212.28,0.27,1196.64,1513.34,normal
39.96,62.59,978.69,10.96,217.63,3.27,1007.92,21371.47,enchente
14.84,83.75,1025.11,12.67,35.11,4.73,1056.84,38731.61,normal
-3.99,55.49,960.53,3.53,299.63,3.21,561.98,22727.46,enchente
20.38,78.15,1030.31,16.7,133.39,2.15,1478.65,61419.93,enchente
12.95,31.3,1001.2,20.36,117.48,3.83,1969.57,86624.94,enchente
8.5,17.98,1015.65,2.17,130.05,2.16,1264.34,24471.88,enchente
-7.88,95.68,1024.76,20.78,107.7,4.29,1937.59,56076.14,enchente
19.07,69.29,1012.06,21.28,23.26,0.73,1466.58,91720.95,normal
5.04,63.82,985.87,8.13,41.06,2.1,313.27,59618.43,normal
10.46,11.17,1043.2,2.94,297.11,4.94,1890.57,23765.91,enchente
14.58,17.59,969.96,1.8,186.34,0.43,1365.13,64672.03,normal
9.79,44.09,1017.71,1.26,261.63,3.53,1333.67,47500.8,enchente
29.82,48.96,1004.84,2.11,120.3,4.3,1668.32,62909.58,enchente
15.84,31.92,964.53,12.52,145.86,4.79,1450.01,6968.82,enchente
42.05,69.29,965.19,12.53,103.51,1.91,1080.01,10523.5,tempestade
5.65,51.6,962.72,10.99,182.88,1.16,976.32,32894.03,tempestade
21.61,45.95,1001.53,19.81,233.98,1.05,715.24,70256.81,normal
29.6,96.62,1022.57,1.02,165.94,4.71,829.61,82459.9,enchente
44.63,81.39,967.38,10.06,241.3,0.43,752.7,25792.56,tempestade
-3.14,20.65,1034.19,17.77,142.01,0.16,1487.91,35807.08,normal
33.55,52.24,1049.91,0.35,7.76,0.96,611.96,38313.95,normal
18.68,61.37,1015.4,15.26,167.29,3.37,1431.26,56368.56,enchente
38.5,77.22,978.23,6.28,246.1,1.77,546.07,34687.93,onda_calor
33.25,75.43,950.76,16.78,17.71,2.28,1558.0,76861.4,tempestade
23.5,12.78,1017.4,17.25,88.02,1.36,1938.43,23047.4,normal
40.7,96.78,1036.21,13.12,117.1,1.88,855.69,2181.25,onda_calor
40.48,69.65,1028.76,1.07,268.7,2.74,1853.38,66553.41,enchente
-7.74,40.35,1032.36,2.58,37.94,0.34,1932.15,45381.28,normal
33.15,50.37,958.12,10.37,258.72,2.1,1739.92,96664.18,enchente
-2.29,53.51,1043.1,10.22,242.51,4.47,1965.35,27806.15,enchente
28.45,45.78,1017.62,13.16,35.92,0.25,1087.47,27796.97,normal
18.2,24.03,1032.86,17.89,70.38,3.74,1996.78,81416.04,normal
29.64,85.07,957.69,3.42,78.25,3.27,1819.35,77864.6,normal
18.09,62.53,959.41,14.79,269.7,2.65,562.89,13336.35,enchente
14.61,90.54,1032.44,8.97,36.57,1.32,1593.4,88092.72,normal
14.79,99.5,969.8,4.86,294.47,0.32,609.52,694.49,normal
35.21,33.41,998.02,23.52,2.42,3.82,380.79,94842.93,normal
-5.85,46.68,1006.08,11.74,62.04,3.39,1764.15,666.23,normal
34.7,21.13,999.25,20.89,178.52,0.69,301.19,65867.18,normal
-9.18,13.01,1000.5,7.58,117.9,0.72,1545.93,78729.39,normal
10.29,54.39,1043.23,24.84,15.09,2.23,1151.21,77006.68,normal
43.76,89.6,1028.86,3.55,30.54,1.57,1916.08,90304.67,onda_calor
-2.46,65.23,981.01,0.12,5.22,2.77,304.05,79319.19,normal
-0.92,71.58,1043.53,7.78,246.84,2.65,1450.68,19434.79,enchente
34.92,81.91,997.26,4.19,252.48,1.24,1903.03,95687.48,normal
32.4,32.98,1015.78,7.39,282.29,3.06,514.53,17717.8,enchente
8.74,92.51,1019.76,7.27,167.07,4.04,347.68,42773.3,enchente
-4.06,38.53,1024.51,12.26,49.12,3.7,688.43,67275.56,normal
31.22,67.26,1005.01,14.26,84.75,3.44,736.32,72609.16,normal
-4.63,67.3,1036.06,10.11,202.95,3.06,1013.88,79297.37,enchente
32.74,81.02,1041.13,13.62,118.63,1.04,1177.67,71464.49,normal
43.34,29.74,951.54,13.86,208.35,0.45,1845.06,49291.53,tempestade
12.38,34.24,1035.6,24.69,193.16,3.74,860.44,10921.37,enchente
29.98,58.11,1029.97,11.14,88.67,0.19,1754.83,95899.23,normal
10.45,91.02,968.63,14.11,294.9,4.82,971.46,98281.85,enchente
18.1,81.98,975.82,23.88,10.67,2.02,694.91,11158.73,tempestade
14.83,96.22,1016.62,18.64,249.91,4.46,1290.88,25270.19,enchente
10.86,75.16,1040.18,24.2,147.08,4.33,548.72,98597.33,enchente
14.89,52.29,992.51,13.1,5.56,4.67,731.27,90085.46,normal
6.25,53.29,985.39,8.7,251.16,4.86,1940.44,71989.06,enchente
0.82,48.75,957.78,5.28,59.6,2.63,1585.29,74348.18,normal
37.82,47.37,1002.0,20.23,38.68,0.18,1722.1,34589.57,normal
-6.1,60.34,984.21,14.36,31.0,0.08,1138.18,78822.22,normal
23.03,48.24,1047.7,1.66,217.01,3.61,1258.02,50567.22,enchente
36.58,81.17,1044.64,14.2,169.45,3.36,1677.66,10052.84,enchente
-7.31,22.35,965.51,1.15,125.1,1.83,868.76,48075.57,normal
10.58,86.04,1009.5,1.74,156.84,4.11,1403.02,49887.61,enchente
-4.62,82.02,1023.33,13.37,174.59,4.03,1507.94,84493.2,enchente
21.25,58.23,1016.42,24.05,185.95,0.92,1116.39,36137.18,normal
43.34,14.54,1026.13,3.24,173.95,1.73,772.2,74932.4,incendio
43.39,17.11,982.51,21.48,75.79,1.59,330.07,37111.83,incendio
39.53,16.28,980.4,4.19,239.07,0.55,1555.2,82719.52,incendio
35.87,16.13,1031.49,7.15,20.44,0.45,1517.22,43531.01,incendio
37.31,16.41,1018.33,16.41,0.96,0.86,1071.32,87911.32,incendio
44.28,12.54,1024.71,23.28,85.62,4.09,1041.23,35584.6,incendio
43.79,17.45,1027.72,23.75,202.18,0.45,1392.95,42420.77,incendio
43.87,19.94,1020.98,22.61,285.25,0.26,353.67,96089.32,incendio
44.37,19.11,950.11,13.5,69.04,2.58,400.18,66036.62,incendio
37.44,12.7,974.18,10.9,154.87,1.5,685.88,16813.17,incendio
-3.82,13.17,1047.39,3.01,276.96,3.55,1959.0,15823.95,enchente
30.86,40.65,960.28,9.73,126.88,3.58,625.51,32176.07,enchente
36.63,54.04,1032.99,18.4,105.35,2.36,968.63,38405.71,enchente
4.17,54.0,976.41,9.24,187.78,1.18,1144.34,96909.86,normal
-2.32,74.27,1007.17,18.73,235.73,2.92,1725.6,25910.76,enchente
-0.29,50.89,951.08,17.64,41.75,0.66,456.01,69532.52,tempestade
37.93,50.77,990.52,20.94,246.42,2.23,1334.91,32263.68,enchente
-9.66,45.25,1034.29,4.48,240.71,2.78,1052.03,88474.28,enchente
14.8,62.66,951.82,15.06,196.29,0.81,1527.59,84615.3,tempestade
-3.89,30.94,1024.99,18.49,53.98,0.56,1235.08,63431.36,normal
4.85,87.37,984.58,18.62,146.31,0.76,1310.94,27893.94,normal
9.69,50.08,997.56,16.95,95.45,2.71,1809.06,78867.77,normal
11.81,79.44,1020.74,9.43,106.42,1.89,1785.89,47601.7,normal
1.31,29.47,1023.92,14.35,223.84,4.7,882.46,32595.42,enchente
-2.74,64.23,985.3,15.84,236.85,1.11,1940.71,13207.83,normal
11.75,91.11,1019.8,15.03,166.01,4.35,967.4,8937.57,enchente
24.41,68.21,953.11,9.41,29.78,3.21,1371.07,94177.16,normal
-9.38,56.89,1038.31,6.98,297.78,2.24,1548.11,36533.48,enchente
18.46,32.44,987.68,24.9,201.22,2.85,994.61,48132.05,enchente
26.63,71.54,962.31,4.26,7.54,3.57,1513.63,61084.71,normal
22.14,89.5,1019.94,24.33,259.94,1.83,1829.7,12109.52,normal
14.39,71.93,1029.84,2.28,262.56,4.57,378.7,83964.63,enchente
29.23,79.86,963.62,3.5,271.96,2.34,1141.82,78081.7,enchente
34.51,37.52,976.6,5.64,114.96,3.08,1005.16,24621.58,enchente
22.32,89.35,1023.84,20.25,94.62,1.25,787.67,41882.49,normal
44.14,72.29,1012.48,21.02,151.2,0.21,911.55,71962.87,onda_calor
24.4,33.66,1048.52,16.68,193.3,0.87,742.37,20374.94,normal
41.79,53.18,961.9,5.87,186.97,1.63,917.73,92051.36,onda_calor
35.13,64.65,995.71,5.29,142.6,1.85,851.06,10820.89,normal
-0.05,90.19,1037.13,13.66,76.3,3.18,1528.56,92993.01,normal
30.46,24.34,1031.91,12.27,21.98,0.9,1829.01,91003.49,normal
39.5,75.93,1005.82,19.13,78.6,4.71,1816.91,49664.92,onda_calor
2.77,97.64,1012.4,8.61,125.31,1.83,1824.58,41661.13,normal
-2.53,90.84,1048.19,5.35,95.93,1.73,404.42,40852.78,normal
30.48,17.68,1012.9,23.56,237.67,0.54,1179.14,97822.94,normal
37.26,77.26,1018.89,6.1,7.39,0.77,1905.96,57906.38,normal
43.6,61.68,1015.6,19.59,193.22,0.31,1154.39,3726.5,onda_calor
34.64,53.85,1018.93,23.15,8.53,2.75,1783.83,10404.44,normal
